"video_id","question","choices","answer","correct_choice","pred_answer","pred_choice","qa_acc","task"
25,"What is the main color of the remote-controlled police car?","['Black.', 'White.', 'Blue.', 'Red.']","Black.","A","A) Black.","A",100.0,"Attribute Recognition"
25,"What happens just after the silver car moves ahead of the red car?","['The red car overtakes the silver car again.', 'Both cars stop racing.', 'The green car crashes into the silver car.', 'The red car knocked the silver car off the track.']","The red car knocked the silver car off the track.","D","A) The red car overtakes the silver car again.","A",0.0,"Event Understanding"
26,"What color is the hat the man is wearing right now?","['White.', 'Blue.', 'Gray.', 'Black.']","Gray.","C","C) Gray.","C",100.0,"Attribute Recognition"
26,"What is the primary color of the navigation panel right now?","['Yellow.', 'Black.', 'Blue.', 'White.']","Black.","B","B) Black.","B",100.0,"Attribute Recognition"
26,"What is the general shape of the fields visible right now?","['Circular.', 'Triangular.', 'Rectangular.', 'Irregular.']","Rectangular.","C","C) Rectangular.","C",100.0,"Attribute Recognition"
26,"What type of vehicles are visible right now?","['Cars.', 'Bicycles.', 'Gliders.', 'Trains.']","Gliders.","C","C) Gliders.","C",100.0,"Object Recognition"
26,"What is the predominant color of the mountains visible right now?","['Brown.', 'Green.', 'Gray.', 'White.']","Green.","B","B) Green.","B",100.0,"Attribute Recognition"
27,"What can be seen on the left side of the wooden house at the beginning of the video?","['A waterfall.', 'A village.', 'A tower.', 'A cave opening.']","A cave opening.","D","D) A cave opening.","D",100.0,"Object Recognition"
27,"What action does the player take towards the cow standing in the grassy area?","['Feeds the cow.', 'Leads the cow to water.', 'Ties the cow to a tree.', 'Hits the cow with a sword.']","Hits the cow with a sword.","D","D) Hits the cow with a sword.","D",100.0,"Action Recognition"
27,"What is the box supported by right now?","['Wood floor.', 'soil block.', 'stone.', 'Nothing.']","Nothing.","D","A) Wood floor.","A",0.0,"Spatial Understanding"
27,"What happens when the player encounters the small creature wearing purple armor?","['The creature attacks the player.', 'The player hit the creature.', 'The player kill the creature.', 'The player left without doing anything.']","The player left without doing anything.","D","B) The player hit the creature.","B",0.0,"Event Understanding"
27,"What is the player character holding in his left hand right now?","['A beef steak.', 'A sword.', 'A red item.', 'A shield.']","A shield.","D","D) A shield.","D",100.0,"Object Recognition"
28,"What pattern is on the woman's robe?","['Stripes.', 'Polka dots.', 'Floral.', 'Geometric.']","Floral.","C","C) Floral.","C",100.0,"Attribute Recognition"
28,"What color is the cover on the bed?","['Blue.', 'Green.', 'Peach.', 'White.']","Peach.","C","C) Peach.","C",100.0,"Attribute Recognition"
28,"What is the woman primarily doing in the video?","['Cleaning the room.', 'Reading a book.', 'Dressing herself.', 'Writing a letter.']","Dressing herself.","C","C) Dressing herself.","C",100.0,"Event Understanding"
28,"What does the woman do after putting on the dress?","['Brushes her hair.', 'Put on her high heels.', 'Adjusts the mirror.', 'Picks up a jewelry box.']","Put on her high heels.","B","B) Put on her high heels.","B",100.0,"Action Recognition"
28,"What is the woman doing right now?","['Singing.', 'Dancing.', 'Smiling.', 'Reading.']","Dancing.","B","B) Dancing.","B",100.0,"Action Recognition"
29,"Which graphics card performs better in this game?","['RTX 4090.', 'RTX 3080.', 'RTX 3090.', 'RTX 4080.']","RTX 4090.","A","A) RTX 4090.","A",100.0,"Text-Rich Understanding"
29,"What price is shown for the GeForce RTX 4060 Family graphics card right now?","['AUD $545.', 'AUD $499.', 'USD $545.', 'USD $499.']","AUD $545.","A","D) USD $499.","D",0.0,"Text-Rich Understanding"
29,"What graphical setting is added to the right view that is not included in the left view right now?","['Frame Generation.', 'DLSS 3 Perf.', 'RT Psycho.', 'RTX 4090.']","Frame Generation.","A","A) Frame Generation.","A",100.0,"Text-Rich Understanding"
29,"What comparison is displayed on the screen right now?","['4070Ti vs 4070 in various games.', 'Cooling efficiency of RTX 4070 against previous models.', '4070 in different regions.', '4070.']","4070Ti vs 4070 in various games.","A","A) 4070Ti vs 4070 in various","A",100.0,"Text-Rich Understanding"
29,"What is the message printed on the box underneath the GeForce RTX graphics card right now?","['INSPIRED BY GAMERS, BUILT BY NVIDIA.', 'DESIGNED FOR GAMERS, MADE BY NVIDIA.', 'CREATED FOR GAMERS, MADE BY NVIDIA.', 'DESIGNED FOR GAMERS, BUILT BY NVIDIA.']","INSPIRED BY GAMERS, BUILT BY NVIDIA.","A","D) DESIGNED FOR GAMERS, BUILT BY NVIDIA.","D",0.0,"Text-Rich Understanding"
30,"What color is the man's sweatshirt right now?","['Beige.', 'Blue.', 'Red.', 'Green.']","Beige.","A","A) Beige.","A",100.0,"Attribute Recognition"
30,"What type of vehicle appears near the open parking lot right now?","['Motorcycle.', 'Helicopter.', 'Bicycle.', 'Car.']","Car.","D","D) Car.","D",100.0,"Object Recognition"
30,"What is the vehicle being operated right now?","['Airplane.', 'Boat.', 'Car.', 'Helicopter.']","Helicopter.","D","D) Helicopter.","D",100.0,"Object Recognition"
30,"What type of headset is the man wearing right now?","['HiFi.', 'Reverberant.', 'No function.', 'Aviation.']","Aviation.","D","D) Aviation.","D",100.0,"Causal Reasoning"
30,"What shape is the island in the water right now?","['Rectangular.', 'Circular.', 'Triangular.', 'Oval.']","Rectangular.","A","D) Oval.","D",0.0,"Attribute Recognition"
31,"How many times in total have movie clips been inserted during this person's explanation so far?","['2.', '3.', '4.', '0.']","0.","D","D)","D",100.0,"Counting"
31,"How many times in total have movie clips been inserted during this person's explanation so far?","['3.', '5.', '6.', '0.']","3.","A","A)","A",100.0,"Counting"
31,"How many times in total have movie clips been inserted during this person's explanation so far?","['2.', '4.', '3.', '6.']","4.","B","C)","C",0.0,"Counting"
31,"How many times in total have movie clips been inserted during this person's explanation so far?","['2.', '5.', '4.', '6.']","5.","B","C) 4.","C",0.0,"Counting"
31,"How many times in total have movie clips been inserted during this person's explanation so far?","['4.', '8.', '6.', '7.']","6.","C","C) 6.","C",100.0,"Counting"
32,"How many times in total have movie clips been inserted during this person's explanation so far?","['2.', '3.', '4.', '0.']","0.","D","D)","D",100.0,"Counting"
32,"How many times in total have movie clips been inserted during this person's explanation so far?","['2.', '3.', '4.', '0.']","0.","D","D)","D",100.0,"Counting"
32,"How many times in total have movie clips been inserted during this person's explanation so far?","['2.', '3.', '4.', '0.']","0.","D","D)","D",100.0,"Counting"
32,"How many times in total have movie clips been inserted during this person's explanation so far?","['3.', '4.', '6.', '0.']","3.","A","A)","A",100.0,"Counting"
32,"How many times in total have movie clips been inserted during this person's explanation so far?","['2.', '5.', '3.', '7.']","5.","B","C)","C",0.0,"Counting"
33,"Why did the elderly woman step off the bus with a tray of tea?","['To serve tea to the bus driver during his break.', 'To offer refreshments to passengers waiting at the bus stop.', 'To deliver food to the elderly lady in a pink dress who has a foot injury.', 'To serve tea to passengers waiting at the bus stop.']","To deliver food to the elderly lady in a pink dress who has a foot injury.","C","D) To serve tea to passengers waiting at the bus stop.","D",0.0,"Causal Reasoning"
33,"Why is Mr. Bean in the hospital ward?","['Because he is visiting a friend who is a patient.', 'Because this is his fantasy.', 'Because he mistakenly walked into the wrong building.', 'Because he is participating in a medical study.']","Because this is his fantasy.","B","C) Because he mistakenly walked into the wrong building.","C",0.0,"Causal Reasoning"
33,"Why does the character try to manipulate the thermometer reading?","['To pretend to be sick.', 'To make the nurse angry.', 'To make the nurse laugh.', 'To test the accuracy of the thermometer.']","To pretend to be sick.","A","A) To pretend to be sick.","A",100.0,"Causal Reasoning"
33,"Why is the patient prepped for surgery?","['Because Mr. Bean tampered with the check, making himself appear very unhealthy.', 'Because the patient requested the surgery as a precaution.', ""Because the doctor misread the patient's medical chart."", 'Because the patient was mistakenly identified as someone else.']","Because Mr. Bean tampered with the check, making himself appear very unhealthy.","A","A) Because Mr. Bean tampered with the check, making himself appear very","A",100.0,"Causal Reasoning"
